Country,Year,State / Uts,Crop Name,Season,Additional Info,"Yield (UOM:Kg/Ha(KilogramperHectare)), Scaling Factor:1"
India,"Agriculture Year (Jul - Jun), 2021",Sikkim,Rice,Rabi,,
India,"Agriculture Year (Jul - Jun), 2021",Sikkim,Rice,Total,,1861
India,"Agriculture Year (Jul - Jun), 2021",Sikkim,Soybean,Total,,976
India,"Agriculture Year (Jul - Jun), 2021",Sikkim,Wheat,Total,,1155
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Bajra,Total,,2437
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Foodgrains,Kharif,,3424
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Foodgrains,Rabi,,2107
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Foodgrains,Total,,3019
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Gram,Total,,926
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Groundnut,Kharif,,2274
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Groundnut,Rabi,,3903
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Groundnut,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Groundnut,Total,,2812
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Maize,Kharif,,8050
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Maize,Rabi,,6068
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Maize,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Maize,Total,,7066
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Oilseeds,Kharif,,1968
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Oilseeds,Rabi,,3785
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Oilseeds,Total,,2505
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Pulses,Total,,622
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Rapeseed & Mustard,Total,,233
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Rice,Kharif,,3483
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Rice,Rabi,,4436
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Rice,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Rice,Total,,3566
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Soybean,Total,,
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Sunflower,Kharif,,1724
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Sunflower,Rabi,,764
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Sunflower,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Sunflower,Total,,981
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Tur,Total,,936
India,"Agriculture Year (Jul - Jun), 2021",Tamil Nadu,Wheat,Total,,
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Bajra,Total,,1011
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Foodgrains,Kharif,,3094
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Foodgrains,Rabi,,3495
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Foodgrains,Total,,3237
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Gram,Total,,1409
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Groundnut,Kharif,,2150
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Groundnut,Rabi,,2266
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Groundnut,Total,,2257
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Maize,Kharif,,4558
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Maize,Rabi,,7386
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Maize,Total,,5403
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Oilseeds,Kharif,,1580
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Oilseeds,Rabi,,2102
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Oilseeds,Total,,1817
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Pulses,Total,,970
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Rapeseed & Mustard,Total,,922
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Rice,Kharif,,3300
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Rice,Rabi,,3572
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Rice,Total,,3395
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Safflower,Total,,987
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Soybean,Total,,1731
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Sunflower,Kharif,,
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Sunflower,Rabi,,1360
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Sunflower,Total,,1360
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Tur,Total,,769
India,"Agriculture Year (Jul - Jun), 2021",Telangana,Wheat,Total,,2009
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Foodgrains,Kharif,,2821
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Foodgrains,Rabi,,3102
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Foodgrains,Total,,2895
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Gram,Total,,634
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Groundnut,Kharif,,1363
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Groundnut,Rabi,,1513
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Groundnut,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Groundnut,Total,,1449
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Linseed,Total,,
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Maize,Kharif,,1842
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Maize,Rabi,,2637
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Maize,Total,,2046
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Oilseeds,Kharif,,723
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Oilseeds,Rabi,,933
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Oilseeds,Total,,833
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Pulses,Total,,770
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Rapeseed & Mustard,Total,,841
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Rice,Kharif,,3069
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Rice,Rabi,,3470
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Rice,Total,,3171
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Soybean,Total,,
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Tur,Total,,783
India,"Agriculture Year (Jul - Jun), 2021",Tripura,Wheat,Total,,2071
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Bajra,Total,,2156
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Foodgrains,Kharif,,2352
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Foodgrains,Rabi,,3260
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Foodgrains,Total,,2875
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Gram,Total,,1346
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Groundnut,Kharif,,1139
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Linseed,Total,,608
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Maize,Kharif,,2123
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Maize,Rabi,,2750
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Maize,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Maize,Total,,2170
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Oilseeds,Kharif,,434
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Oilseeds,Rabi,,1341
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Oilseeds,Total,,1025
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Pulses,Total,,1078
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Rapeseed & Mustard,Total,,1368
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Rice,Kharif,,2675
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Rice,Rabi,,3268
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Rice,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Rice,Total,,2678
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Soybean,Total,,521
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Sunflower,Kharif,,
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Sunflower,Rabi,,1342
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Sunflower,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Sunflower,Total,,1342
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Tur,Total,,1223
India,"Agriculture Year (Jul - Jun), 2021",Uttar Pradesh,Wheat,Total,,3604
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Foodgrains,Kharif,,2155
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Foodgrains,Rabi,,2786
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Foodgrains,Total,,2442
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Gram,Total,,790
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Groundnut,Kharif,,1511
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Linseed,Total,,
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Maize,Kharif,,2486
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Maize,Rabi,,
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Maize,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Maize,Total,,2486
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Oilseeds,Kharif,,1170
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Oilseeds,Rabi,,833
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Oilseeds,Total,,949
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Pulses,Total,,1076
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Rapeseed & Mustard,Total,,833
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Rice,Kharif,,2680
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Rice,Rabi,,3817
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Rice,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Rice,Total,,2786
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Soybean,Total,,1380
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Sunflower,Kharif,,
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Tur,Total,,1066
India,"Agriculture Year (Jul - Jun), 2021",Uttarakhand,Wheat,Total,,2896
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Bajra,Total,,428
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Foodgrains,Kharif,,2812
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Foodgrains,Rabi,,3574
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Foodgrains,Total,,3066
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Gram,Total,,1206
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Groundnut,Kharif,,1307
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Groundnut,Rabi,,2638
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Groundnut,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Groundnut,Total,,2544
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Linseed,Total,,372
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Maize,Kharif,,3046
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Maize,Rabi,,7652
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Maize,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Maize,Total,,6989
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Oilseeds,Kharif,,983
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Oilseeds,Rabi,,1356
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Oilseeds,Total,,1252
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Pulses,Total,,868
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Rapeseed & Mustard,Total,,1218
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Rice,Kharif,,2848
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Rice,Rabi,,3479
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Rice,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Rice,Total,,2995
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Safflower,Total,,600
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Soybean,Total,,798
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Sunflower,Kharif,,
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Sunflower,Rabi,,1218
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Sunflower,Summer,,
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Sunflower,Total,,1218
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Tur,Total,,1569
India,"Agriculture Year (Jul - Jun), 2021",West Bengal,Wheat,Total,,2974
India,"Agriculture Year (Jul - Jun), 2020",All India,Bajra,Total,,1420
India,"Agriculture Year (Jul - Jun), 2020",All India,Foodgrains,Kharif,,2079
India,"Agriculture Year (Jul - Jun), 2020",All India,Foodgrains,Rabi,,2793
India,"Agriculture Year (Jul - Jun), 2020",All India,Foodgrains,Total,,2394
India,"Agriculture Year (Jul - Jun), 2020",All India,Gram,Total,,1192
India,"Agriculture Year (Jul - Jun), 2020",All India,Groundnut,Kharif,,1649
India,"Agriculture Year (Jul - Jun), 2020",All India,Groundnut,Rabi,,2034
India,"Agriculture Year (Jul - Jun), 2020",All India,Groundnut,Summer,,
India,"Agriculture Year (Jul - Jun), 2020",All India,Groundnut,Total,,1703
India,"Agriculture Year (Jul - Jun), 2020",All India,Linseed,Total,,637
India,"Agriculture Year (Jul - Jun), 2020",All India,Maize,Kharif,,2779
India,"Agriculture Year (Jul - Jun), 2020",All India,Maize,Rabi,,4723
India,"Agriculture Year (Jul - Jun), 2020",All India,Maize,Summer,,
India,"Agriculture Year (Jul - Jun), 2020",All India,Maize,Total,,3199
India,"Agriculture Year (Jul - Jun), 2020",All India,Oilseeds,Kharif,,1133
India,"Agriculture Year (Jul - Jun), 2020",All India,Oilseeds,Rabi,,1547
India,"Agriculture Year (Jul - Jun), 2020",All India,Oilseeds,Total,,1247
India,"Agriculture Year (Jul - Jun), 2020",All India,Pulses,Total,,885
India,"Agriculture Year (Jul - Jun), 2020",All India,Rapeseed & Mustard,Total,,1524
India,"Agriculture Year (Jul - Jun), 2020",All India,Rice,Kharif,,2607
India,"Agriculture Year (Jul - Jun), 2020",All India,Rice,Rabi,,3541
India,"Agriculture Year (Jul - Jun), 2020",All India,Rice,Summer,,
India,"Agriculture Year (Jul - Jun), 2020",All India,Rice,Total,,2717
India,"Agriculture Year (Jul - Jun), 2020",All India,Safflower,Total,,640
India,"Agriculture Year (Jul - Jun), 2020",All India,Soybean,Total,,976
India,"Agriculture Year (Jul - Jun), 2020",All India,Sunflower,Kharif,,785
India,"Agriculture Year (Jul - Jun), 2020",All India,Sunflower,Rabi,,1187
India,"Agriculture Year (Jul - Jun), 2020",All India,Sunflower,Summer,,
India,"Agriculture Year (Jul - Jun), 2020",All India,Sunflower,Total,,1011
India,"Agriculture Year (Jul - Jun), 2020",All India,Tur,Total,,914
India,"Agriculture Year (Jul - Jun), 2020",All India,Wheat,Total,,3521
India,"Agriculture Year (Jul - Jun), 2020","Andaman and Nicobar
 Islands",Rapeseed & Mustard,Total,,200
India,"Agriculture Year (Jul - Jun), 2020","Andaman and Nicobar
Islands",Maize,Kharif,,2680
India,"Agriculture Year (Jul - Jun), 2020","Andaman and Nicobar
Islands",Maize,Rabi,,
India,"Agriculture Year (Jul - Jun), 2020","Andaman and Nicobar
Islands",Maize,Total,,2680
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Foodgrains,Kharif,,2136
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Foodgrains,Rabi,,407
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Foodgrains,Total,,1975
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Groundnut,Kharif,,550
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Oilseeds,Kharif,,561
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Oilseeds,Rabi,,200
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Oilseeds,Total,,537
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Pulses,Total,,406
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Rice,Kharif,,2133
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Rice,Rabi,,
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Rice,Total,,2133
India,"Agriculture Year (Jul - Jun), 2020",Andaman and Nicobar Islands,Tur,Total,,100
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Bajra,Total,,2281
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Foodgrains,Kharif,,2472
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Foodgrains,Rabi,,3059
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Foodgrains,Total,,2773
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Gram,Total,,1136
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Groundnut,Kharif,,724
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Groundnut,Rabi,,1895
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Groundnut,Total,,891
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Linseed,Total,,
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Maize,Kharif,,3807
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Maize,Rabi,,7203
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Maize,Total,,5917
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Oilseeds,Kharif,,696
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Oilseeds,Rabi,,1789
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Oilseeds,Total,,854
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Pulses,Total,,880
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Rapeseed & Mustard,Total,,641
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Rice,Kharif,,2815
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Rice,Rabi,,4437
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Rice,Total,,3393
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Safflower,Total,,490
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Soybean,Total,,1544
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Sunflower,Kharif,,575
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Sunflower,Rabi,,715
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Sunflower,Total,,692
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Tur,Total,,363
India,"Agriculture Year (Jul - Jun), 2020",Andhra Pradesh,Wheat,Total,,
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Foodgrains,Kharif,,1653
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Foodgrains,Rabi,,1578
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Foodgrains,Total,,1646
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Groundnut,Kharif,,990
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Linseed,Total,,
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Maize,Kharif,,1535
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Maize,Rabi,,1716
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Maize,Total,,1570
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Oilseeds,Kharif,,1153
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Oilseeds,Rabi,,1025
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Oilseeds,Total,,1049
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Pulses,Total,,1070
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Rapeseed & Mustard,Total,,1029
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Rice,Kharif,,1849
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Rice,Rabi,,1340
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Rice,Total,,1847
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Safflower,Total,,833
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Soybean,Total,,1426
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Sunflower,Kharif,,833
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Tur,Total,,
India,"Agriculture Year (Jul - Jun), 2020",Arunachal Pradesh,Wheat,Total,,1970
India,"Agriculture Year (Jul - Jun), 2020",Assam,Foodgrains,Kharif,,2115
India,"Agriculture Year (Jul - Jun), 2020",Assam,Foodgrains,Rabi,,2260
India,"Agriculture Year (Jul - Jun), 2020",Assam,Foodgrains,Total,,2145
India,"Agriculture Year (Jul - Jun), 2020",Assam,Gram,Total,,739
India,"Agriculture Year (Jul - Jun), 2020",Assam,Linseed,Total,,615
India,"Agriculture Year (Jul - Jun), 2020",Assam,Maize,Kharif,,3594
India,"Agriculture Year (Jul - Jun), 2020",Assam,Maize,Rabi,,
India,"Agriculture Year (Jul - Jun), 2020",Assam,Maize,Total,,3594
India,"Agriculture Year (Jul - Jun), 2020",Assam,Oilseeds,Kharif,,633
India,"Agriculture Year (Jul - Jun), 2020",Assam,Oilseeds,Rabi,,646
India,"Agriculture Year (Jul - Jun), 2020",Assam,Oilseeds,Total,,646
India,"Agriculture Year (Jul - Jun), 2020",Assam,Pulses,Total,,764
India,"Agriculture Year (Jul - Jun), 2020",Assam,Rapeseed & Mustard,Total,,647
India,"Agriculture Year (Jul - Jun), 2020",Assam,Rice,Kharif,,2092
India,"Agriculture Year (Jul - Jun), 2020",Assam,Rice,Rabi,,2820
India,"Agriculture Year (Jul - Jun), 2020",Assam,Rice,Summer,,
India,"Agriculture Year (Jul - Jun), 2020",Assam,Rice,Total,,2209
India,"Agriculture Year (Jul - Jun), 2020",Assam,Tur,Total,,856
India,"Agriculture Year (Jul - Jun), 2020",Assam,Wheat,Total,,1379
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Bajra,Total,,1134
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Foodgrains,Kharif,,2149
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Foodgrains,Rabi,,2694
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Foodgrains,Total,,2419
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Gram,Total,,1052
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Groundnut,Kharif,,1021
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Linseed,Total,,848
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Oilseeds,Kharif,,529
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Oilseeds,Rabi,,1251
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Oilseeds,Total,,1077
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Pulses,Total,,839
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Rapeseed & Mustard,Total,,1271
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Rice,Kharif,,2232
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Rice,Rabi,,2307
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Rice,Summer,,
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Rice,Total,,2233
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Safflower,Total,,813
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Soybean,Total,,462
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Sunflower,Kharif,,1312
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Sunflower,Rabi,,1446
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Sunflower,Summer,,
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Sunflower,Total,,1425
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Tur,Total,,1606
India,"Agriculture Year (Jul - Jun), 2020",Bihar,Wheat,Total,,2767
India,"Agriculture Year (Jul - Jun), 2020",Blhar,Maize,Kharif,,1163
India,"Agriculture Year (Jul - Jun), 2020",Blhar,Maize,Rabi,,4081
India,"Agriculture Year (Jul - Jun), 2020",Blhar,Maize,Summer,,
India,"Agriculture Year (Jul - Jun), 2020",Blhar,Maize,Total,,3211
India,"Agriculture Year (Jul - Jun), 2020",Chandigarh,Foodgrains,Kharif,,5273
India,"Agriculture Year (Jul - Jun), 2020",Chandigarh,Foodgrains,Rabi,,4500
India,"Agriculture Year (Jul - Jun), 2020",Chandigarh,Foodgrains,Total,,4607
India,"Agriculture Year (Jul - Jun), 2020",Chandigarh,Maize,Kharif,,3000
India,"Agriculture Year (Jul - Jun), 2020",Chandigarh,Maize,Rabi,,
India,"Agriculture Year (Jul - Jun), 2020",Chandigarh,Maize,Total,,3000
India,"Agriculture Year (Jul - Jun), 2020",Chandigarh,Rice,Kharif,,5500
India,"Agriculture Year (Jul - Jun), 2020",Chandigarh,Rice,Rabi,,
India,"Agriculture Year (Jul - Jun), 2020",Chandigarh,Rice,Total,,5500
India,"Agriculture Year (Jul - Jun), 2020",Chandigarh,Wheat,Total,,4500
India,"Agriculture Year (Jul - Jun), 2020",Chhattisgarh,Bajra,Total,,515
India,"Agriculture Year (Jul - Jun), 2020",Chhattisgarh,Foodgrains,Kharif,,1828
India,"Agriculture Year (Jul - Jun), 2020",Chhattisgarh,Foodgrains,Rabi,,966
India,"Agriculture Year (Jul - Jun), 2020",Chhattisgarh,Foodgrains,Total,,1712
India,"Agriculture Year (Jul - Jun), 2020",Chhattisgarh,Gram,Total,,887
India,"Agriculture Year (Jul - Jun), 2020",Chhattisgarh,Groundnut,Kharif,,1524
India,"Agriculture Year (Jul - Jun), 2020",Chhattisgarh,Linseed,Total,,384
